content_id,client_id,baseline_rank,baseline_action_score,suggested_action,reason_codes,is_declining_label,trend_direction,impressions_90d,clicks_90d,sessions_90d,avg_position,ctr,engagement_rate,content_age_days,days_since_last_update,word_count
content_d22a7f88021a,client_19581e27de,156,0.9140656511471255,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,43315,71,128,6.5,0.16,1.56,313,104,0.0
content_bc00ffc7d959,client_19581e27de,157,0.9140348982993197,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,32761,112,100,3.8,0.34,0.0,236,104,0.0
content_ad361d0f210a,client_4e07408562,158,0.9139608365012672,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,42331,151,141,5.5,0.36,3.55,487,104,0.0
content_f9d82e71e363,client_19581e27de,159,0.9139262312258236,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,24260,19,44,2.0,0.08,0.0,153,104,0.0
content_eaebd42b43cd,client_19581e27de,160,0.913640468347339,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,49350,44,58,7.5,0.09,0.0,153,104,0.0
content_ed14510ea01f,client_19581e27de,161,0.9133024326530612,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,43416,32,112,7.1,0.07,0.89,313,104,0.0
content_92a8128ff78c,client_19581e27de,162,0.9132472705048686,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,33964,50,46,5.1,0.15,0.0,144,104,0.0
content_c5c1878dc06e,client_19581e27de,163,0.913088772535681,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,72314,264,321,7.7,0.37,6.85,329,104,0.0
content_110a32997057,client_19581e27de,164,0.9123887117413632,refresh_and_review_ctr,position_opportunity,1,down,29717,221,184,1.5,0.74,3.26,330,104,0.0
content_3d94572c3a35,client_19581e27de,165,0.9120488738931573,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,190623,462,441,4.3,0.24,5.22,124,104,2824.0
content_5dbfd76e584f,client_4e07408562,166,0.9118608816293182,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,36460,64,54,5.9,0.18,11.11,390,104,0.0
content_b6f4567039ed,client_19581e27de,167,0.9118346416066426,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,35968,112,108,5.2,0.31,2.78,313,104,0.0
content_2e52afab5946,client_19581e27de,168,0.9116133727891155,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,30913,45,70,4.7,0.15,4.29,329,104,0.0
content_51358f7a942d,client_19581e27de,169,0.911451481312525,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,28271,64,66,3.5,0.23,4.55,329,104,0.0
content_c9eeaab4031e,client_19581e27de,170,0.911259071611978,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,34100,7,18,6.2,0.02,5.56,153,104,0.0
content_fb7fb643eff7,client_4e07408562,171,0.9108898867647058,refresh_and_review_ctr,position_opportunity,1,down,48413,416,256,4.7,0.86,5.86,537,104,0.0
content_30d4961d3d16,client_19581e27de,172,0.910621600940376,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,40612,184,232,5.7,0.45,0.86,313,104,0.0
content_e1501cdeca69,client_19581e27de,173,0.9105765887846472,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,96467,466,423,4.2,0.48,1.89,126,104,2571.0
content_7a6df559322d,client_19581e27de,174,0.9105563463258635,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,43650,61,69,0.7,0.14,11.59,126,104,2946.0
content_d07ea098353c,client_19581e27de,175,0.9104853082032812,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,63366,21,30,9.4,0.03,3.33,258,104,0.0
content_0720fccc3955,client_19581e27de,176,0.9103840824229692,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,33993,31,35,6.1,0.09,0.0,313,104,0.0
content_cb112fce36be,client_19581e27de,177,0.9103450778891556,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,309910,492,480,5.6,0.16,2.08,126,104,2761.0
content_d61f92816b35,client_19581e27de,178,0.9103126989162332,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,27751,99,127,3.0,0.36,7.09,329,104,0.0
content_906ece393bec,client_19581e27de,179,0.9102749534413765,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,33377,29,54,6.0,0.09,5.56,148,104,0.0
content_f3aeea3b3d4e,client_19581e27de,180,0.9102105110410831,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,33607,110,108,5.0,0.33,0.0,257,104,0.0
content_aa55a2e9c834,client_19581e27de,181,0.9101012981692678,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,36779,39,52,6.7,0.11,1.92,257,104,0.0
content_03d2673b2553,client_19581e27de,182,0.9100309465528544,refresh_and_review_ctr,position_opportunity,0,stable,143314,1188,1173,1.9,0.83,0.94,126,104,2840.0
content_0e23e310d404,client_19581e27de,183,0.9100280014972657,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,29541,79,108,4.1,0.27,0.93,257,104,0.0
content_38fda843c725,client_19581e27de,184,0.9098221845671602,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,34909,79,85,5.8,0.23,1.18,144,104,0.0
content_e6955a2c59dc,client_4e07408562,185,0.9097631366279845,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,37534,26,29,7.1,0.07,0.0,537,104,0.0
content_0a34d6afa4f4,client_19581e27de,186,0.9097430083900225,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,39602,66,61,7.0,0.17,3.28,257,104,0.0
content_9dff6e7cbb0b,client_19581e27de,187,0.9097169224623182,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,29543,13,16,5.2,0.04,6.25,148,104,0.0
content_0178188b5b9d,client_19581e27de,188,0.9096873854875284,refresh_and_review_ctr,position_opportunity,0,stable,37776,387,404,3.0,1.02,6.19,329,104,0.0
content_d1e02df17941,client_19581e27de,189,0.9096699562891823,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,30521,113,82,4.1,0.37,6.1,257,104,0.0
content_b3780c314668,client_19581e27de,190,0.9096349384187008,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,36893,85,126,6.3,0.23,0.79,257,104,0.0
content_926edc3987dc,client_19581e27de,191,0.9095110966519941,refresh_and_review_ctr,position_opportunity,0,stable,31163,214,216,2.9,0.69,7.87,329,104,0.0
content_76fb7203cd85,client_19581e27de,192,0.9093827099239695,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,32243,59,82,5.5,0.18,1.22,144,104,0.0
content_7725482bbf56,client_19581e27de,193,0.9093295946578631,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,32306,114,139,4.8,0.35,2.88,329,104,0.0
content_45636736e912,client_19581e27de,194,0.908518514187008,refresh_and_review_ctr,position_opportunity,0,stable,112364,562,556,3.0,0.5,1.44,126,104,2896.0
content_5064a39723fd,client_19581e27de,195,0.9084238716653329,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,32862,48,72,6.1,0.15,0.0,313,104,0.0
content_fda3f9dbfd08,client_4e07408562,196,0.9081935250000001,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,37279,177,163,5.7,0.47,8.59,445,104,0.0
content_88e1880bd3ab,client_19581e27de,197,0.908154905982393,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,29850,22,33,5.6,0.07,0.0,236,104,0.0
content_19960ba60c84,client_19581e27de,198,0.9080496843429372,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,75748,208,207,4.5,0.27,1.93,126,104,2697.0
content_4a6607efcb46,client_6208ef0f77,199,0.9080120040328797,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,128068,17,87,2.2,0.01,2.3,148,104,4939.0
content_da2adacc2e93,client_4e07408562,200,0.9075464965186074,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,30384,78,50,5.1,0.26,2.0,537,104,0.0
content_6cb89aa832b0,client_19581e27de,201,0.9072423717220222,refresh_and_review_ctr,position_opportunity,1,down,30067,166,125,3.8,0.55,9.6,330,104,0.0
content_582d2e9e72b0,client_19581e27de,202,0.9065112271575297,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,36612,89,122,7.0,0.24,6.56,313,104,0.0
content_f4d5b8881d43,client_19581e27de,203,0.9063858333866879,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,28517,34,70,5.4,0.12,7.14,329,104,0.0
content_e859812ce999,client_19581e27de,204,0.9063666384987329,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,29760,15,23,6.1,0.05,8.7,148,104,0.0
content_54b85e132a2d,client_19581e27de,205,0.9063597972689076,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,40037,161,133,6.9,0.4,2.26,236,104,0.0
content_e1b5445f30c2,client_19581e27de,206,0.9063368504835266,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,35984,20,19,7.7,0.06,0.0,257,104,0.0
content_308218aae0cb,client_19581e27de,207,0.9062993748132585,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,32038,11,72,6.9,0.03,4.17,144,104,0.0
content_5e8fbcd7df43,client_19581e27de,208,0.9062728213552089,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,30977,31,85,6.3,0.1,8.24,144,104,0.0
content_654d006adc44,client_19581e27de,209,0.9058624619859944,refresh_and_review_ctr,position_opportunity,0,stable,131328,913,897,2.4,0.7,2.01,124,104,3031.0
content_91c6365b5e43,client_19581e27de,210,0.9058290154978659,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,31364,150,148,4.8,0.48,0.0,257,104,0.0
content_265ace4a6efd,client_19581e27de,211,0.9054701829798587,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,29506,108,139,4.8,0.37,4.32,236,104,0.0
content_8ada641857ef,client_19581e27de,212,0.9053861669167665,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,30860,92,148,5.6,0.3,4.05,148,104,0.0
content_3449916cda10,client_19581e27de,213,0.9050206744564494,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,25005,34,35,4.3,0.14,5.71,330,104,0.0
content_f3f6bdc23b51,client_4e07408562,214,0.9050174440326798,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,44952,168,154,4.7,0.37,3.25,277,104,1658.0
content_6ebb26d16d62,client_19581e27de,215,0.904735690923036,refresh_and_review_ctr,position_opportunity,1,down,26643,170,135,2.8,0.64,6.67,330,104,0.0
content_c21024970297,client_19581e27de,216,0.9047279270686274,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,211366,870,874,5.1,0.41,1.49,126,104,2874.0
content_612eeab9024b,client_4e07408562,217,0.9044741191843404,refresh_and_review_ctr,position_opportunity,0,stable,27246,141,126,3.6,0.52,5.56,537,104,0.0
content_ebff410c5771,client_19581e27de,218,0.9044389794717888,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,28400,12,21,6.2,0.04,4.76,313,104,0.0
content_2143794a59ca,client_19581e27de,219,0.9043630239028944,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,26413,8,9,5.5,0.03,11.11,148,104,0.0
content_3f3061eb2a8f,client_19581e27de,220,0.904281069357743,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,26151,30,28,5.1,0.11,0.0,258,104,0.0
content_f136bd20680a,client_19581e27de,221,0.9041740709050287,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,33249,23,164,7.6,0.07,4.27,153,104,0.0
content_90e4f1f70ab4,client_19581e27de,222,0.9041313631551953,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,82372,123,116,4.9,0.15,1.72,124,104,2921.0
content_44cb7d679168,client_19581e27de,223,0.90411525475857,refresh_and_review_ctr,position_opportunity,0,up,35213,378,353,3.6,1.07,4.53,329,104,0.0
content_5184b85dc6dd,client_19581e27de,224,0.9039640843663466,refresh_and_review_ctr,position_opportunity,0,stable,73699,593,536,3.5,0.8,2.24,126,104,2622.0
content_af440076ef0d,client_19581e27de,225,0.9038602668638122,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,87907,218,212,6.0,0.25,1.42,124,104,2695.0
content_9331e5f7eeab,client_19581e27de,226,0.9037557349239697,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,29828,22,74,6.7,0.07,4.05,236,104,0.0
content_57596b8c69ff,client_4e07408562,227,0.9036790732447644,refresh_and_review_ctr,position_opportunity,0,stable,65880,428,467,5.1,0.65,10.06,230,104,1737.0
content_c6a2b6495f55,client_4e07408562,228,0.9036240047685741,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,22411,80,73,2.6,0.36,0.0,504,104,0.0
content_d1c903d7556d,client_19581e27de,229,0.9035386368380686,refresh_and_review_ctr,position_opportunity,0,stable,25910,187,192,2.5,0.72,8.85,329,104,0.0
content_825afe2ac419,client_19581e27de,230,0.9033489539315727,refresh_and_review_ctr,position_opportunity,0,stable,76451,420,369,3.4,0.55,1.9,124,104,2870.0
content_b93acef8e67e,client_19581e27de,231,0.9033082484827263,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,26939,44,60,5.4,0.16,1.67,153,104,0.0
content_2ec1d5d4ba01,client_19581e27de,232,0.9032515852340937,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,24905,65,72,4.2,0.26,1.39,144,104,0.0
content_2ed4d2bfd29e,client_19581e27de,233,0.9032156124216354,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,35883,96,127,7.5,0.27,3.15,236,104,0.0
content_64aa9ff18a37,client_19581e27de,234,0.9031396032546352,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,37096,93,134,7.9,0.25,0.75,236,104,0.0
content_8523f4c59e07,client_19581e27de,235,0.9029144938608777,refresh_and_review_ctr,position_opportunity,1,down,30792,168,151,5.1,0.55,2.65,258,104,0.0
content_a56a1c89ab0a,client_4e07408562,236,0.9027831090102707,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,32661,65,51,4.3,0.2,1.96,347,104,1507.0
content_72965b6f147d,client_19581e27de,237,0.9025844735360811,refresh_and_review_ctr,position_opportunity,1,down,25251,207,197,2.0,0.82,6.6,330,104,0.0
content_e04dad879647,client_19581e27de,238,0.9025344925536881,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,27105,22,73,6.0,0.08,0.0,144,104,0.0
content_ab28d55dddde,client_19581e27de,239,0.9025204781045751,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,24356,74,98,4.0,0.3,1.02,236,104,0.0
content_e9c6e67086f6,client_19581e27de,240,0.9024601267366945,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,126441,263,309,4.5,0.21,0.97,124,104,3281.0
content_3ad3a781fa91,client_4e07408562,241,0.9023493002922169,refresh_and_review_ctr,position_opportunity,0,stable,145044,1564,1554,5.2,1.08,9.14,228,104,1725.0
content_7ad6f30e73be,client_19581e27de,242,0.9021805594804588,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,26555,65,117,5.2,0.24,1.71,330,104,0.0
content_9f2654bf3f89,client_19581e27de,243,0.901986308246632,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,30372,129,130,5.8,0.42,2.31,313,104,0.0
content_7eb78cffb19e,client_19581e27de,244,0.9018050841936776,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,34257,48,53,8.1,0.14,1.89,236,104,0.0
content_425b2bc2cdb6,client_19581e27de,245,0.901728197894491,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,74388,131,136,4.8,0.18,1.47,126,104,2974.0
content_9d273aaeddf2,client_19581e27de,246,0.9014633725806988,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,30328,68,67,6.8,0.22,0.0,313,104,0.0
content_b969b01c158e,client_4e07408562,247,0.9014294357743097,refresh_and_review_ctr,position_opportunity,0,stable,27927,179,182,4.1,0.64,6.59,390,104,0.0
content_4e2604a3baf6,client_19581e27de,248,0.901276879988662,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,28671,44,58,6.6,0.15,0.0,313,104,0.0
content_7ec1abc04dec,client_19581e27de,249,0.9010515228174604,refresh_and_review_ctr,position_opportunity,1,down,80957,415,344,4.8,0.51,2.62,126,104,2789.0
content_f18c99b3daa2,client_4e07408562,250,0.9009770712968521,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,28061,24,42,6.7,0.09,2.38,504,104,0.0
content_2e0b3dc70916,client_4e07408562,251,0.9008780748232625,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,27948,11,16,6.9,0.04,6.25,445,104,0.0
content_c1143eda3230,client_19581e27de,252,0.9008468256000065,refresh_and_review_ctr,position_opportunity,0,stable,112578,1164,1038,3.4,1.03,1.25,124,104,2756.0
content_77393969bbb3,client_19581e27de,253,0.9008374498566093,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,30732,36,86,7.5,0.12,2.33,313,104,0.0
content_e23999922005,client_19581e27de,254,0.9008134118547418,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,24486,40,52,5.1,0.16,0.0,236,104,0.0
content_27c3ec8f0fcc,client_19581e27de,255,0.9007805123249298,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,23321,104,81,3.4,0.45,3.7,330,104,0.0
content_b4e992044fde,client_19581e27de,256,0.9006724169534479,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,27980,29,65,6.7,0.1,3.08,144,104,0.0
content_aa8a54a50d71,client_19581e27de,257,0.9006668500733626,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,31648,8,19,8.2,0.03,0.0,148,104,0.0
content_3603ba9cf07f,client_19581e27de,258,0.900494506657663,refresh_and_review_ctr,position_opportunity,1,down,26018,195,210,3.2,0.75,3.33,330,104,0.0
content_3e9616db048d,client_19581e27de,259,0.9003191863311991,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,27577,69,74,6.0,0.25,2.7,257,104,0.0
content_dd587a324d40,client_19581e27de,260,0.9002661879285048,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,24622,57,82,5.0,0.23,1.22,236,104,0.0
content_a2683b370f48,client_19581e27de,261,0.9002405998832865,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,21622,96,87,2.6,0.44,1.15,330,104,0.0
content_a92dcc3b0d17,client_19581e27de,262,0.9002384374189676,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,39731,91,78,4.2,0.23,1.28,126,104,2676.0
content_d64cf31fe77e,client_19581e27de,263,0.9000689845438175,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,20209,61,63,2.3,0.3,4.76,330,104,0.0
content_69fad7e6c50c,client_7f2253d7e2,264,0.8998901423489395,refresh_and_review_ctr,position_opportunity,1,down,28000,369,345,4.7,1.32,0.58,106,106,2902.0
content_c86dd0f724c7,client_19581e27de,265,0.8998794853841535,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,28963,71,68,6.6,0.25,2.94,313,104,0.0
